ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales
10765,0.18,0.1,0,0.03
15821,0,0,0.09,0
12316,0.1,0.03,0.06,0.03
10014,0.11,0.08,0.17,0.03
5401,1.9,1.14,0.01,0.29
14051,0.1,0.04,0,0
9130,0.42,0.02,0,0.04
19077,0,0.03,0,0.01
18097,0,0,0.05,0
17492,0.06,0,0,0
15124,0.06,0.04,0,0.01
21337,0,0,0.01,0
12360,0.12,0.07,0,0.02
11166,0.12,0.02,0,0.14
12293,0.17,0.04,0,0.01
18848,0.01,0,0.03,0
10858,0.05,0.16,0,0.08
9112,0.24,0.18,0,0.06
12778,0.11,0.02,0.05,0.01
14121,0.07,0.05,0,0.02
18690,0,0,0.04,0
13189,0.16,0,0,0.01
14816,0.11,0.01,0,0
20723,0.01,0.01,0,0
8964,0.25,0.19,0,0.06
16789,0.03,0,0.04,0
10505,0.24,0.09,0,0.01
9371,0.32,0.12,0,0.01
9449,0.25,0.17,0,0.03
19156,0,0.03,0,0
10741,0.08,0.2,0,0.03
14577,0.11,0,0,0.01
14279,0.13,0,0,0.01
19744,0,0,0.03,0
19001,0.01,0.02,0,0
13706,0.07,0.02,0.06,0.01
15532,0.08,0.02,0,0
12356,0.11,0.07,0,0.03
9467,0.34,0.09,0,0.01
8100,0.18,0.14,0.29,0.05
6891,0.6,0.41,0,0.07
11280,0.15,0.1,0,0.02
13677,0,0.13,0,0.03
14886,0.07,0.04,0,0.01
10225,0,0,0.36,0
7433,0.79,0,0,0.07
12896,0.09,0.07,0,0.02
9909,0.36,0,0,0.03
19931,0,0.02,0,0
12444,0.16,0.04,0,0.01
9721,0,0,0.41,0
13571,0,0.14,0,0.02
12542,0,0,0.2,0
19613,0.02,0.01,0,0
12200,0.07,0.1,0,0.04
18624,0,0,0.04,0
5155,2.97,0.69,1.81,0.11
13710,0.06,0.07,0,0.02
5719,0.51,0.51,0.91,0.32
14928,0.06,0.03,0,0.02
15737,0.06,0.03,0,0.01
16156,0.08,0,0,0.01
19714,0.03,0,0,0
7190,0.62,0.24,0,0.08
7043,0.41,0.36,0.03,0.21
8954,0.27,0.15,0.04,0.04
12881,0.06,0.05,0.07,0.02
15917,0,0,0.09,0
8009,0.49,0.16,0,0.02
13343,0.12,0.05,0,0
17617,0,0,0.06,0
6535,0.76,0.4,0,0.12
13080,0.15,0.03,0,0.01
11206,0.14,0.11,0,0.04
20686,0,0,0.02,0
8619,0.37,0.02,0.14,0.03
20199,0,0,0.02,0
17496,0,0.05,0,0.01
9300,0.21,0.2,0,0.04
6562,0.96,0.2,0,0.11
6806,0.33,0.37,0.37,0.06
14417,0,0,0.13,0
19707,0,0,0.03,0
5759,0.14,0.03,1.98,0
9877,0.19,0.15,0,0.05
15799,0.08,0.01,0,0.01
18042,0.03,0.02,0,0.01
14868,0.11,0,0,0.01
9637,0,0,0.42,0
12012,0.11,0.1,0,0.02
20387,0.02,0,0,0
16229,0.04,0.03,0,0.01
11612,0.23,0.01,0,0.02
10381,0.32,0.02,0,0
13186,0.02,0.13,0,0.03
18888,0.03,0.01,0,0
21531,0,0.01,0,0
14671,0,0,0.12,0
6470,0.89,0.31,0.01,0.12
17489,0,0,0.06,0
12352,0.16,0.05,0,0.01
5717,1.93,0.15,0,0.17
8277,0.59,0.03,0,0
19210,0.02,0.01,0,0
21435,0,0,0.01,0
6276,0.43,0.88,0,0.18
14007,0,0,0.14,0
7870,0.55,0.14,0,0.02
13238,0,0,0.17,0
11496,0,0.2,0,0.06
9872,0.17,0.19,0,0.03
21361,0,0.01,0,0
16295,0.06,0.02,0,0
19107,0.03,0,0,0
17892,0,0,0.05,0
21123,0,0.01,0,0
14480,0.12,0.01,0,0
19412,0,0,0.03,0
8908,0.01,0.26,0.22,0.02
8142,0.47,0.15,0,0.02
20672,0.01,0.01,0,0
20235,0,0,0.02,0
10305,0.05,0.19,0.03,0.07
17600,0.04,0.01,0,0
19664,0,0,0.03,0
7667,0.22,0.14,0.32,0.1
15198,0.07,0.03,0,0.01
7769,0.41,0.27,0,0.06
11905,0.17,0.06,0,0
21560,0,0,0.01,0
19232,0.03,0,0,0
13353,0.16,0,0,0.01
13650,0,0,0.16,0
10064,0.35,0.02,0,0
10492,0.22,0.08,0,0.03
15841,0,0.07,0,0.02
19993,0,0.02,0,0
16729,0,0,0.08,0
16613,0,0,0.08,0
20442,0,0.02,0,0
18282,0,0,0.05,0
21573,0.01,0,0,0
18013,0.02,0.02,0,0.01
18952,0,0,0.04,0
16696,0,0,0.08,0
7260,0.01,0.83,0,0.08
15315,0.06,0.04,0,0.01
11865,0.19,0.03,0,0.02
12006,0.2,0.01,0,0.02
8330,0.5,0.02,0,0.08
18004,0.02,0.02,0,0.01
8081,0.29,0.14,0.19,0.04
12092,0,0,0.23,0
13224,0.07,0.02,0.06,0.03
15547,0.06,0.04,0,0.01
14884,0.09,0.02,0,0
8824,0.47,0.01,0,0.04
17231,0,0,0.07,0
15757,0.01,0.01,0.07,0.01
8594,0.15,0.12,0.26,0.04
9382,0.17,0.13,0.06,0.08
12309,0.03,0.13,0.03,0.03
16274,0.08,0,0,0.01
5380,2.11,1.01,0.01,0.35
7169,0.4,0.36,0.13,0.07
7013,0.86,0.03,0,0.14
16912,0.06,0,0,0.01
5434,1.88,0.98,0,0.3
9020,0.16,0.17,0.13,0.03
20250,0.02,0,0,0
19919,0,0.02,0,0
12928,0.09,0.07,0,0.02
16679,0.07,0,0,0
13188,0.1,0.07,0,0.01
12981,0.09,0.07,0,0.02
20620,0,0,0.02,0
5671,1.07,1.05,0,0.23
9279,0.22,0.17,0,0.06
9037,0.35,0.13,0,0.01
5873,1.26,0.61,0,0.09
17426,0.04,0.02,0,0.01
11526,0.13,0.1,0,0.03
10909,0.07,0.05,0.15,0.02
7831,0,0,0.67,0.05
12209,0.09,0.08,0,0.05
12815,0.09,0.07,0,0.02
7623,0.24,0.49,0,0.05
11091,0.12,0.12,0,0.05
12888,0,0,0.19,0
19508,0,0,0.03,0
8607,0.17,0.24,0,0.14
5428,1.78,1.12,0.09,0.19
16588,0.06,0.02,0,0
20047,0,0,0.02,0
16744,0,0,0.07,0
15579,0.03,0.06,0,0.01
19754,0.02,0,0,0.01
18566,0,0.04,0,0
20727,0.02,0,0,0
16333,0.08,0,0,0.01
21188,0,0,0.01,0
6786,0.31,0.03,0.76,0.04
11339,0.2,0.06,0,0.01
12193,0.2,0,0,0.02
21571,0,0,0.01,0
11932,0.17,0.05,0,0.02
9288,0.25,0.17,0,0.03
12318,0.07,0.09,0,0.05
18506,0.03,0.01,0,0
18028,0,0,0.05,0
8883,0.13,0.07,0.27,0.05
17290,0.03,0.02,0,0.01
19625,0,0,0.03,0
6754,0.65,0.44,0,0.08
10418,0.29,0.02,0,0.03
21076,0.01,0,0,0
8573,0.41,0.08,0,0.07
19582,0,0,0.03,0
5935,1.33,0.49,0,0.03
14047,0.08,0.05,0,0.01
17961,0.05,0,0,0
20579,0.01,0.01,0,0
17238,0.06,0,0,0
14168,0.1,0.03,0,0.01
16869,0,0,0.07,0
17221,0.06,0,0,0
7782,0.36,0.3,0,0.08
11825,0.08,0.15,0,0.02
16000,0.04,0.03,0,0.01
17765,0,0.05,0,0.01
5573,0,0,2.65,0
15527,0.04,0.05,0,0.01
8544,0,0,0.57,0
14164,0,0,0.14,0
14874,0.11,0,0,0.01
6734,0,0.95,0,0.22
11649,0.22,0.02,0,0.02
20165,0,0,0.02,0
18078,0.04,0.01,0,0
18680,0,0,0.04,0
21111,0,0,0.01,0
14373,0.07,0.05,0,0.02
19327,0,0.03,0,0.01
18982,0,0,0.04,0
18037,0,0,0.05,0
20078,0,0,0.02,0
16321,0.08,0,0,0.01
9922,0.34,0.02,0,0.03
11117,0,0,0.28,0
10692,0.17,0.04,0.08,0.02
16026,0.08,0,0.01,0.01
20308,0.02,0,0,0
14745,0.11,0.01,0,0.01
13618,0.1,0.05,0,0.01
20945,0,0,0.02,0
11917,0,0.18,0,0.05
14114,0.13,0,0,0.01
7854,0.13,0.5,0,0.09
18687,0.04,0,0,0
8974,0.27,0.11,0.07,0.05
13469,0,0,0.16,0
16782,0,0,0.07,0
9320,0.36,0.06,0,0.03
6457,1.09,0.04,0.1,0.11
11822,0.15,0.07,0,0.02
18740,0.03,0.01,0,0
5202,3.42,1.38,0.02,0.2
10857,0.17,0.11,0,0.02
17128,0.03,0.03,0,0.01
15208,0.08,0.02,0,0
10464,0.26,0.05,0,0.03
6224,0.17,1.26,0,0.1
7999,0.51,0.15,0,0.02
8812,0,0,0.53,0
18258,0.04,0.01,0,0
7285,0.46,0.38,0,0.08
18290,0,0,0.05,0
13940,0,0,0.14,0.01
5839,1.57,0.18,0,0.27
11080,0.27,0,0,0.02
18074,0.05,0,0,0
21428,0.01,0,0,0
5657,1.02,0.97,0,0.39
13336,0,0,0.17,0
19414,0,0,0.03,0
16981,0.06,0.01,0,0
7337,0.69,0.18,0,0.02
17816,0,0,0.06,0
11851,0.18,0.05,0,0.01
14740,0.11,0.01,0,0.01
10636,0,0.28,0,0.04
7249,0.51,0.35,0,0.06
7891,0.22,0.31,0,0.17
20288,0,0.01,0,0.01
11655,0.14,0.1,0,0.02
7343,0.21,0.13,0.46,0.08
6968,0.41,0.47,0,0.18
18574,0.04,0,0,0
10963,0.13,0.1,0.04,0.02
12545,0,0.2,0,0
7564,0.45,0.3,0,0.05
14386,0.07,0.05,0,0.02
5543,1.25,1.15,0.07,0.3
14505,0.06,0.05,0,0.02
10119,0.31,0.01,0,0.05
20708,0,0.01,0,0
13881,0,0,0.15,0
7979,0.21,0.36,0,0.11
16704,0.05,0.01,0,0.01
5789,1.41,0.51,0.01,0.17
13709,0.13,0.01,0,0.01
5692,0.95,0.54,0.62,0.18
12425,0.12,0.08,0,0.01
6728,0.74,0.38,0.02,0.03
14804,0.09,0.02,0,0
12910,0,0,0.19,0
8643,0.52,0.03,0,0.01
21554,0.01,0,0,0
17665,0.04,0.01,0,0
19044,0,0.03,0,0
5930,0.91,0.71,0,0.24
20726,0,0.02,0,0
5910,1.56,0.15,0,0.18
10724,0.25,0.03,0,0.03
11578,0.2,0.05,0,0.01
10204,0.25,0.1,0,0.01
6151,0.71,0.69,0.02,0.18
20301,0.01,0.01,0,0
8803,0.28,0.2,0,0.05
11899,0.16,0.06,0,0.02
8602,0.27,0.21,0,0.07
7197,0.48,0.27,0.13,0.07
13140,0.05,0.02,0.1,0.01
12108,0.15,0.01,0.04,0.02
12093,0.11,0.09,0,0.03
16857,0.07,0,0,0
8431,0.28,0.21,0,0.09
6174,0.94,0.49,0,0.15
15768,0.09,0,0,0.01
15182,0.1,0,0,0.01
7997,0.19,0.43,0,0.05
17638,0.02,0.03,0,0.01
5015,14.97,4.94,0.24,1.67
19343,0,0,0.03,0
10867,0.1,0,0.19,0.02
17976,0.04,0,0,0
15967,0,0.07,0,0.02
8427,0.39,0.02,0.13,0.04
6875,0.78,0.29,0,0.02
16705,0,0,0.08,0
11297,0.02,0.17,0,0.09
13331,0.16,0,0,0.01
19268,0,0,0.03,0
6581,0.45,0.68,0,0.12
6319,0.71,0.55,0,0.19
20924,0.01,0,0,0
17013,0,0,0.07,0
6099,1,0.3,0.31,0.04
12013,0.11,0.09,0,0.03
5471,1.01,1.41,0.05,0.53
19198,0,0,0.03,0
8271,0,0,0.62,0
17779,0,0,0.05,0
7171,0.47,0.4,0,0.08
17471,0.05,0,0,0.01
14196,0,0,0.14,0
13355,0.11,0.04,0,0.01
16752,0,0,0.07,0
12078,0,0,0.23,0
19559,0,0,0.03,0
20173,0,0,0.02,0
21548,0,0,0.01,0
11638,0.14,0.1,0,0.02
19172,0,0,0.03,0
9537,0.36,0.01,0,0.06
18604,0,0,0.04,0
13890,0,0,0.14,0.01
20166,0.02,0,0,0
17473,0.06,0,0,0
18465,0,0.04,0,0.01
16715,0.07,0,0,0
13502,0.14,0.01,0,0.01
16458,0.04,0.03,0,0.01
8432,0.34,0.13,0.11,0.01
6677,1.12,0.05,0,0.02
20266,0,0,0.02,0
6150,1.3,0.23,0,0.07
7391,0.46,0.31,0.02,0.09
17151,0.05,0.01,0,0
20482,0.02,0,0,0
10599,0.18,0.12,0,0.02
13584,0,0,0.12,0.04
5981,0.31,0.54,0.84,0.08
13287,0.08,0.07,0,0.02
11472,0.19,0.07,0,0
6851,1.03,0.06,0,0.01
8026,0.2,0.42,0,0.05
11998,0.11,0.09,0,0.03
21448,0,0.01,0,0
9587,0.15,0.23,0,0.04
19206,0.03,0,0,0
6454,0.67,0.37,0.13,0.17
9012,0.25,0.2,0.01,0.04
7868,0.33,0.07,0.27,0.04
10231,0.11,0.17,0,0.07
14647,0.09,0.03,0,0
6497,0.75,0.45,0,0.11
20393,0,0.02,0,0
17509,0.05,0.01,0,0
13373,0.09,0.06,0,0.01
14254,0.12,0,0,0.01
17275,0.06,0,0,0
12995,0.06,0.09,0,0.03
17476,0.05,0.01,0,0
16144,0.08,0,0,0.01
11467,0.15,0.1,0,0.02
18575,0.02,0.02,0,0.01
13030,0.11,0.06,0,0.02
11989,0.08,0.13,0,0.03
18613,0.02,0.02,0,0
17371,0,0.05,0,0.02
14297,0.1,0.03,0,0
9349,0.41,0.01,0,0.03
19981,0,0.02,0,0
18102,0,0,0.05,0
10152,0,0,0.37,0
8134,0.13,0.07,0,0.44
5813,1.04,0.8,0.01,0.22
15401,0.1,0,0,0.01
15333,0.07,0.03,0,0.01
18451,0.02,0.02,0,0.01
6696,0.99,0.16,0,0.04
10211,0.2,0.11,0,0.05
9649,0.22,0.05,0.13,0.02
5824,1.16,0.06,0.83,0
11203,0,0,0.28,0
15293,0.08,0.03,0,0
17930,0.01,0.03,0,0.01
8201,0,0,0.63,0
15175,0.02,0.07,0,0.02
9726,0.23,0.14,0,0.04
12320,0.12,0.08,0,0.01
20412,0.02,0,0,0
10106,0.34,0.01,0,0.03
17415,0,0.05,0,0.01
6409,0.8,0.43,0.01,0.13
6693,0.99,0.04,0,0.16
14154,0.11,0.03,0,0
20045,0,0,0.02,0
12324,0.2,0,0,0.02
7549,0.33,0.35,0,0.13
15370,0.05,0.04,0,0.01
8914,0.44,0.04,0,0.02
7592,0,0,0.8,0
9998,0.27,0.1,0,0.01
16918,0.05,0.01,0,0
11122,0.09,0.07,0.1,0.02
16532,0.06,0.01,0,0.01
13676,0.03,0,0.12,0
15305,0.1,0,0,0.01
15090,0.08,0.02,0,0
12395,0.18,0.01,0,0.02
5723,1.42,0.61,0,0.21
6762,0.52,0.46,0,0.17
9219,0.43,0.01,0,0.03
16128,0.06,0,0.02,0
19460,0.03,0,0,0
13602,0,0,0.16,0
12683,0.17,0.01,0,0.02
10262,0.25,0.1,0,0.01
17149,0.03,0.03,0,0.01
21308,0.01,0,0,0
20000,0,0,0.02,0
17153,0.03,0.03,0,0.01
10678,0.24,0.07,0,0.01
19681,0,0.02,0,0
10653,0.16,0.12,0,0.04
6282,0.72,0.56,0,0.19
13568,0.12,0.03,0,0
7189,0.51,0.31,0.01,0.13
7101,0.76,0.2,0,0.03
8630,0.41,0.11,0,0.04
17455,0.05,0,0,0
15376,0.09,0.01,0,0.01
11665,0.22,0.01,0,0.02
10023,0.19,0.15,0,0.05
7896,0.53,0.15,0,0.03
14504,0.09,0.03,0,0
5060,6.05,3.15,0,1.07
14610,0.07,0.05,0,0.01
20704,0.01,0,0,0
9942,0.23,0.12,0,0.04
7154,0,0,0.96,0
7372,0.33,0.44,0.01,0.09
12439,0.08,0.04,0.07,0.01
17626,0.05,0,0,0
12962,0,0,0.19,0
6855,0.44,0.46,0.01,0.18
7155,0.37,0.49,0,0.1
6155,0.19,0.02,1.36,0.02
10238,0,0.32,0,0.03
10623,0.3,0,0,0.02
16114,0,0,0.09,0
19295,0,0,0.03,0
5284,2.14,1.2,0.37,0.4
5833,0.71,1.02,0,0.31
20989,0,0,0.01,0
7524,0.4,0.33,0.01,0.09
19037,0,0,0.04,0
14638,0.04,0.05,0.01,0.02
5841,1.81,0.05,0.01,0.15
7063,0,0,1,0
21320,0.01,0,0,0
17222,0.04,0.02,0,0
9957,0.28,0.1,0,0.01
17457,0,0,0.06,0
20090,0,0.02,0,0
13637,0.02,0.09,0,0.04
17142,0.06,0,0,0.01
12605,0.1,0.04,0.04,0.02
5349,1.78,1.42,0.05,0.38
8559,0.11,0.08,0.34,0.04
18662,0,0.03,0,0.01
10743,0,0,0.31,0
17798,0.04,0,0,0.01
15265,0,0,0.11,0
8359,0.34,0.21,0,0.05
14899,0,0,0.12,0
7625,0.43,0.27,0.01,0.07
19934,0,0.02,0,0
9438,0.25,0.17,0,0.03
18489,0.01,0,0.03,0
14159,0.13,0,0,0.01
17643,0,0.05,0,0.01
15092,0.11,0,0,0.01
19633,0,0,0.03,0
8822,0.24,0.09,0.19,0.01
19013,0,0,0.04,0
18921,0.03,0.01,0,0
12747,0.07,0.08,0,0.04
15938,0.06,0.02,0,0.01
11815,0.04,0.03,0.16,0.02
11450,0,0,0.26,0
7513,0.42,0.1,0.28,0.02
6477,0.9,0.31,0,0.11
6207,0.69,0.5,0.24,0.11
15172,0.05,0.04,0,0.01
11933,0.08,0.01,0.13,0.01
19398,0.02,0.01,0,0
21044,0,0,0.01,0
15896,0.07,0.02,0,0
10680,0.28,0.01,0,0.02
9803,0.31,0.08,0,0.01
5875,1.69,0.2,0,0.06
7897,0.65,0,0,0.05
11283,0.26,0.01,0,0
12242,0.17,0.03,0,0.02
5907,1.03,0.75,0.03,0.09
17433,0.04,0.02,0,0
13992,0.11,0.03,0,0
8044,0.63,0.03,0,0.01
8870,0.17,0.11,0.2,0.03
8434,0.14,0.37,0,0.07
10219,0.2,0.14,0,0.02
19940,0.01,0.01,0,0
15820,0,0.08,0,0.01
20142,0,0,0.02,0
10337,0.19,0.13,0,0.02
20547,0.02,0,0,0
18619,0.03,0.01,0,0
8453,0.02,0.18,0,0.39
16125,0.05,0.03,0,0.01
13114,0.1,0.06,0,0.02
18339,0.03,0.01,0,0
7759,0.49,0.16,0,0.09
6305,0.95,0.37,0.1,0.04
7311,0.84,0.05,0,0.01
20376,0.02,0,0,0
16540,0,0.06,0,0.02
12082,0.16,0.06,0,0
12170,0.11,0.04,0.06,0
6372,0.97,0.37,0.03,0.05
11026,0.23,0.06,0,0
20991,0,0.01,0,0
5124,0.79,4.29,0.05,1.47
8042,0.33,0.2,0,0.14
20661,0.01,0,0,0
7765,0.2,0.22,0.24,0.09
14295,0.13,0,0,0.01
12068,0.11,0.09,0,0.03
21325,0,0,0.01,0
18581,0,0,0.04,0
9231,0.33,0.12,0,0.01
17467,0,0,0.06,0
8282,0,0.57,0.04,0
9435,0.25,0.15,0,0.04
19216,0.02,0.01,0,0
5804,0.59,0.99,0.13,0.36
7796,0.4,0.15,0.17,0.01
17838,0.04,0.01,0,0
16996,0.05,0.01,0,0
10147,0,0,0.37,0
18550,0.03,0.01,0,0
5994,1.23,0.46,0,0.07
8011,0.26,0.21,0.11,0.09
16341,0,0,0.08,0
16410,0.06,0.01,0,0.01
12099,0.11,0.09,0,0.03
16576,0,0,0.08,0
18930,0,0.04,0,0
19595,0.02,0.01,0,0
6131,1.32,0.09,0,0.22
17014,0,0,0.07,0
16342,0.03,0,0.05,0
9603,0.21,0.16,0,0.05
10276,0.25,0.07,0,0.03
8357,0,0,0.6,0
10338,0,0,0.35,0
13443,0.08,0.07,0,0.02
16231,0.08,0,0,0.01
19642,0,0.02,0,0.01
7674,0,0,0.77,0
8764,0.15,0.07,0.27,0.05
5304,1.18,1.96,0.08,0.7
7571,0.45,0.3,0,0.05
9845,0.24,0.14,0,0.02
17092,0.03,0.04,0,0
7030,0.73,0.26,0.01,0.03
17539,0,0,0.06,0
7117,0.24,0.54,0.01,0.18
9239,0.25,0.12,0,0.09
20787,0,0.01,0,0
15546,0,0,0.1,0
11353,0.04,0.19,0,0.04
11032,0,0.23,0,0.06
6984,0.62,0.32,0,0.1
18470,0,0,0.04,0
14393,0.02,0.09,0,0.02
15663,0.07,0.02,0,0
16478,0.06,0.02,0,0
16483,0,0.06,0,0.02
6629,0.72,0.38,0,0.12
14343,0.12,0,0,0.01
19673,0,0,0.03,0
18199,0.02,0.02,0,0.01
18800,0.04,0,0,0
11683,0.14,0.08,0,0.02
15509,0.08,0.01,0,0.01
10101,0.08,0.06,0.21,0.02
18174,0.02,0.02,0,0
7156,0.3,0.44,0,0.22
10627,0.15,0.14,0,0.03
16367,0.06,0.02,0,0
21593,0.01,0,0,0
12323,0.11,0.08,0,0.03
5588,1.86,0.55,0.11,0.08
16563,0.07,0,0,0.01
12574,0.16,0.04,0,0.01
8846,0.15,0.07,0.28,0.02
20801,0.01,0.01,0,0
12171,0.1,0,0.11,0.01
8095,0.33,0.22,0,0.1
8668,0.4,0.13,0,0.02
17442,0,0,0.06,0
13943,0,0,0.15,0
17308,0,0,0.06,0
18563,0,0.04,0,0.01
12584,0.19,0,0,0.01
16726,0.07,0,0,0.01
21268,0,0,0.01,0
13192,0.13,0.05,0,0
7334,0.6,0.19,0,0.1
18211,0.02,0.02,0,0.01
15986,0.07,0.02,0,0
8154,0.23,0.33,0,0.09
8934,0,0.42,0,0.09
6278,0.28,0.5,0.65,0.05
6064,1.37,0.28,0.03,0.02
7811,0.67,0,0,0.06
14959,0.06,0.04,0,0.01
8670,0.18,0.21,0.07,0.08
12346,0,0,0.21,0
5924,1.75,0.03,0,0.08
10564,0.3,0.02,0,0
19098,0.03,0,0,0
17174,0,0,0.06,0
9548,0.02,0.34,0,0.07
9606,0.33,0.03,0.04,0.03
5073,2.01,2.32,4.36,0.41
5921,0.53,0.16,1.07,0.1
21174,0,0.01,0,0
9057,0,0,0.49,0
7256,0.51,0.35,0,0.06
18312,0,0.04,0,0.01
11296,0.26,0.01,0,0
10757,0.25,0.06,0,0
15402,0.08,0.02,0,0
15573,0.05,0.04,0,0.01
19611,0.03,0,0,0
15975,0.09,0,0,0.01
17606,0.05,0,0,0
15668,0,0,0.1,0
16572,0.06,0.02,0,0
16417,0.07,0.01,0,0.01
7874,0.65,0,0,0.06
12942,0.18,0,0,0.01
8977,0.46,0.01,0,0.04
5734,2.06,0.12,0,0.02
6966,0.81,0.11,0,0.13
12997,0.17,0,0,0.01
8370,0.33,0.23,0,0.04
15562,0.09,0,0,0.01
17031,0.06,0,0,0
5595,0.37,0.27,1.75,0.18
16998,0,0,0.07,0
18602,0,0,0.04,0
18217,0.04,0.01,0,0
12344,0.1,0.08,0,0.04
14515,0.12,0,0,0.01
16078,0.08,0,0,0.01
10823,0.28,0,0,0.02
17553,0.06,0,0,0
11894,0.08,0.14,0,0.02
12290,0.14,0.05,0.01,0.02
14234,0.11,0.03,0,0
14142,0,0,0.14,0
15377,0.08,0.02,0,0
16161,0.07,0.02,0,0
10837,0.22,0.04,0.01,0.03
16537,0,0,0.08,0
21367,0,0,0.01,0
15099,0,0,0.11,0
8376,0.26,0.24,0,0.1
9757,0.36,0.02,0,0.03
12764,0.16,0.02,0,0.02
7750,0.32,0.18,0.19,0.05
12646,0.15,0.04,0,0.01
6481,0.51,0.17,0.58,0.06
9972,0,0.36,0,0.02
9881,0.07,0.23,0.01,0.09
21419,0,0,0.01,0
11895,0.18,0.04,0,0.02
16700,0,0.06,0,0.02
17464,0.06,0,0,0
7200,0.52,0.36,0,0.06
20342,0,0,0.02,0
17698,0.04,0.02,0,0
9096,0.45,0.03,0,0.01
20939,0,0.01,0,0
15035,0,0,0.11,0
12613,0.15,0.04,0,0.01
18082,0,0,0.05,0
16586,0,0,0.08,0
16989,0.05,0.02,0,0
13757,0.14,0.01,0,0
16781,0.07,0,0,0.01
16426,0.07,0,0,0.01
8541,0.28,0.22,0,0.07
10511,0.17,0.12,0.01,0.03
21393,0,0.01,0,0
16697,0.05,0.02,0,0.01
18165,0,0,0.05,0
21470,0,0,0.01,0
11188,0.09,0.06,0.1,0.02
11388,0.08,0.11,0,0.08
5697,0.3,1.27,0.46,0.26
9544,0.16,0.19,0,0.08
18944,0.03,0,0,0
14243,0,0,0.14,0
7129,0.5,0.37,0,0.1
16604,0,0,0.08,0
15299,0.05,0.04,0,0.01
10170,0.18,0.14,0,0.05
16433,0,0.07,0,0.01
9961,0.19,0.15,0,0.05
16117,0.07,0.02,0,0
6362,0.89,0.4,0,0.13
18771,0,0,0.04,0
9410,0.21,0.15,0,0.08
13434,0.08,0.06,0,0.02
6152,0.46,0.96,0.09,0.08
16525,0,0,0.08,0
15823,0.09,0,0,0.01
17906,0.03,0.02,0,0.01
14865,0,0,0.12,0
11393,0.16,0.09,0,0.02
17859,0.01,0,0.04,0
7044,0.44,0.46,0.01,0.09
19878,0.01,0.01,0,0
14424,0.08,0.04,0,0.01
21306,0,0.01,0,0
7029,0.53,0.36,0.05,0.08
12734,0.16,0,0.02,0.01
5137,0.07,6.21,0,0
21453,0,0.01,0,0
7198,0.73,0.19,0,0.03
12749,0.1,0.07,0,0.03
13785,0,0,0.15,0
19231,0.02,0.01,0,0
12081,0.11,0.09,0,0.03
18716,0,0,0.04,0
5026,5.57,3.28,5.65,0.82
18426,0,0,0.05,0
16968,0.07,0,0,0
8759,0.07,0.05,0.38,0.03
19116,0.03,0.01,0,0
13608,0.14,0.01,0,0.01
19579,0,0,0.03,0
11931,0.13,0.09,0,0.02
14795,0.11,0,0,0.01
5662,2.04,0.15,0,0.19
15219,0.09,0.02,0,0
21446,0,0,0.01,0
10728,0.29,0,0,0.02
10805,0.25,0.04,0,0.02
19427,0,0,0.03,0
14550,0.1,0.03,0,0
12656,0.18,0,0,0.01
16455,0.08,0,0,0
18522,0,0,0.04,0
10919,0.01,0.24,0,0.05
13442,0,0,0.17,0
6141,0.92,0.53,0.03,0.13
18384,0.04,0.01,0,0
15707,0.05,0.04,0,0.01
14435,0.09,0.03,0,0
15292,0.09,0.01,0,0.01
21264,0,0,0.01,0
13051,0,0,0.17,0.01
12321,0,0.16,0,0.05
11480,0,0,0.26,0
7411,0.01,0.72,0.12,0.01
16873,0.07,0,0,0
18861,0.03,0.01,0,0
7840,0.4,0.27,0,0.05
15363,0.04,0.06,0,0.01
15642,0.06,0.04,0,0.01
17676,0.05,0,0,0
13100,0,0,0.18,0
8798,0.27,0.21,0,0.05
10704,0,0,0.31,0
6958,0.39,0.41,0.1,0.16
15266,0.02,0.07,0,0.02
14802,0.1,0,0.01,0.01
13023,0.14,0.04,0,0.01
5274,2.02,1.06,0.58,0.53
11545,0.15,0.08,0,0.02
5601,1.7,0.59,0.21,0.07
9500,0.24,0.16,0,0.03
6537,1.22,0.05,0,0.01
5993,0.86,0.67,0,0.22
18640,0,0,0.04,0
5042,4.74,3.91,2.67,0.89
17835,0,0,0.05,0
9619,0.2,0.08,0.12,0.03
16832,0,0,0.07,0
19740,0,0,0.03,0
20896,0,0.01,0,0
15484,0.09,0,0,0.01
21152,0,0,0.01,0
5400,1.63,1.53,0,0.18
19394,0,0,0.03,0
8158,0.4,0.22,0,0.02
15761,0.09,0,0,0.01
8468,0.28,0.22,0,0.07
13977,0.07,0.06,0,0.02
5443,2.31,0.62,0.14,0.04
13914,0.13,0.01,0,0.01
7153,0.72,0.17,0,0.07
6605,0.66,0.47,0,0.11
11790,0.16,0.06,0,0.02
17287,0,0,0.06,0
13579,0.11,0.04,0,0
10725,0.15,0.04,0.1,0.02
15162,0.09,0.01,0,0.01
19914,0,0.02,0,0
14277,0.13,0,0,0.01
12528,0.16,0.02,0.01,0.02
14623,0.08,0.03,0,0.01
9291,0.42,0,0,0.04
12491,0,0,0.21,0
14455,0.1,0.03,0,0
19753,0.02,0,0,0
5711,1.19,0.84,0,0.23
21098,0,0.01,0,0
12839,0.09,0.07,0,0.02
13946,0,0,0.15,0
7514,0.61,0.19,0,0.01
